Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,22,,PG,11200,DAL,@POR,1,117,39,30,104,109,8%,25,20,21,35,33,34,51.1,54.8,42.6,67.0,34.5,57.3,5.1,34.7,50.7,4.5
LeBron James,22,,SF,10700,LAL,@BKN,0,119,34,26,105,105,-13%,14,18,20,33,34,35,47.0,52.3,42.0,62.6,35.5,53.6,5.0,33.6,57.4,5.4
Anthony Davis,13,,PF,10500,LAL,@BKN,0,119,29,28,105,105,-2%,11,15,19,29,34,35,53.7,53.1,41.6,64.6,31.5,49.3,4.7,26.9,36.2,3.4
Hassan Whiteside,8,,C,9600,POR,DAL,2,111,19,25,101,108,0%,11,11,11,38,35,31,43.6,42.5,30.0,55.1,34.5,48.7,5.1,33.2,28.0,2.9
Damian Lillard,33,,PG,9300,POR,DAL,2,111,30,25,101,108,-7%,30,24,20,41,39,37,54.1,45.8,35.0,56.5,38.5,46.5,5.0,41.7,64.2,6.9
Kyrie Irving,22,,PG,8700,BKN,LAL,2,113,33,26,103,103,-2%,18,21,22,34,34,34,44.1,47.9,35.0,60.9,33.5,45.1,5.2,33.2,34.6,4.0
Kristaps Porzingis,8,,PF,8400,DAL,@POR,1,117,25,16,104,109,1%,14,14,16,28,31,32,32.6,38.3,27.6,49.0,29.5,35.1,4.2,25.3,35.5,4.2
C.J. McCollum,3,O,SG,7700,POR,DAL,2,111,26,17,101,108,-6%,20,19,19,37,36,37,36.8,35.7,25.0,46.4,0.0,0.0,0.0,0,0.0,0.0
Brad Beal,19,,SG,7500,WAS,@CLE,0,114,33,21,101,113,13%,23,21,22,36,31,36,39.2,44.4,32.9,55.9,33.0,41.3,5.5,29.4,47.4,6.3
Kevin Love,17,,PF,7000,CLE,WAS,2,117,24,18,106,113,4%,17,16,13,32,34,32,35.8,34.9,24.1,45.7,32.5,39.7,5.7,33.9,36.0,5.1
Spencer Dinwiddie,16,,SG,6500,BKN,LAL,2,113,32,18,103,103,-2%,15,14,18,31,32,32,27.4,36.5,25.7,47.3,33.0,34.8,5.4,30.4,36.9,5.7
Carmelo Anthony,13,,SF,6200,POR,DAL,2,111,22,14,101,108,0%,14,13,14,38,36,33,29.1,28.8,18.9,38.8,35.0,31.8,5.1,37.4,39.7,6.4
Collin Sexton,19,,PG,6000,CLE,WAS,2,117,27,15,106,113,6%,19,19,16,34,34,32,31.5,27.7,20.9,34.5,34.5,33.5,5.6,36.9,43.8,7.3
Tristan Thompson,17,,C,5900,CLE,WAS,2,117,18,17,106,113,7%,9,8,10,36,31,32,27.2,32.0,20.3,43.6,33.0,33.1,5.6,21.1,9.1,1.5
Jarrett Allen,10,,PF,5700,BKN,LAL,2,113,15,21,103,103,-11%,6,6,7,30,28,27,28.6,30.7,19.7,41.6,32.5,34.1,6.0,29.6,19.6,3.4
Tim Hardaway Jr.,7,,SF,5500,DAL,@POR,1,117,22,15,104,109,9%,14,13,12,31,29,27,27.3,22.1,12.2,32.1,30.0,24.6,4.5,29,17.2,3.1
Dwight Howard,17,,C,5200,LAL,@BKN,0,119,14,19,105,105,8%,5,6,4,23,24,20,31.0,22.5,13.0,32.0,26.5,34.3,6.6,22.7,37.9,7.3
Ian Mahinmi,5,,C,5100,WAS,@CLE,0,114,17,16,101,113,4%,9,8,6,29,28,23,32.5,24.5,13.7,35.3,23.0,23.4,4.6,28.1,14.9,2.9
Boban Marjanovic,1,,C,5000,DAL,@POR,1,117,,,104,109,4%,10,7,5,18,12,11,18.8,13.5,1.9,25.1,13.0,17.1,3.4,0,0.0,0.0
Jordan McRae,7,,SG,5000,WAS,@CLE,0,114,25,16,101,113,13%,11,11,12,30,23,24,21.3,24.7,11.9,37.6,25.0,26.2,5.2,17.8,7.0,1.4
Ishmael Smith,2,,PG,4900,WAS,@CLE,0,114,20,14,101,113,7%,7,8,10,27,27,27,21.2,24.0,13.1,34.9,25.5,24.4,5.0,25.5,35.3,7.2
JaVale McGee,3,O,C,4900,LAL,@BKN,0,119,15,22,105,105,8%,7,5,5,18,20,17,26.7,21.4,11.3,31.5,0.0,0.0,0.0,0,0.0,0.0
Troy Brown,3,,SF,4800,WAS,@CLE,0,114,17,14,101,113,7%,7,7,9,23,24,26,20.1,23.7,12.7,34.6,24.0,21.4,4.5,25.5,22.1,4.6
Kyle Kuzma,3,P,PF,4800,LAL,@BKN,0,119,23,12,105,105,-2%,11,12,12,26,28,25,22.9,20.6,11.2,30.1,27.0,22.6,4.7,28.4,17.9,3.7
Maxi Kleber,8,,PF,4800,DAL,@POR,1,117,14,14,104,109,1%,8,7,7,32,30,25,24.4,20.0,12.4,27.6,28.5,22.6,4.7,22.7,30.3,6.3
Taurean Waller-Prince,9,,SF,4700,BKN,LAL,2,113,20,10,103,103,-4%,12,10,12,27,28,31,21.6,25.6,16.4,34.8,29.5,23.8,5.1,29.2,33.6,7.1
Darius Garland,19,,PG,4700,CLE,WAS,2,117,22,9,106,113,6%,17,15,12,37,32,30,23.2,19.7,11.7,27.7,35.0,27.7,5.9,38.1,18.2,3.9
Caris LeVert,13,,SG,4600,BKN,LAL,2,113,28,10,103,103,1%,15,13,14,27,25,28,21.3,24.4,16.5,32.4,26.0,23.7,5.2,22.9,27.3,5.9
DeAndre Jordan,,O,C,4600,BKN,LAL,2,113,15,21,103,103,-11%,6,5,5,24,22,21,21.6,25.7,16.1,35.2,0.0,0.0,0.0,0,0.0,0.0
Thomas Bryant,3,,C,4500,WAS,@CLE,0,114,19,18,101,113,4%,7,7,9,19,20,26,16.3,28.2,17.0,39.4,20.0,20.7,4.6,17.2,12.6,2.8
Rui Hachimura,,O,PF,4500,WAS,@CLE,0,114,19,14,101,113,3%,7,12,12,23,31,29,23.8,25.0,14.5,35.5,0.0,0.0,0.0,0,0.0,0.0
Dave Bertans,8,,PF,4500,WAS,@CLE,0,114,18,16,101,113,7%,12,12,12,27,27,29,24.3,26.5,17.7,35.3,27.5,24.7,5.5,26.7,25.4,5.6
Dorian Finney-Smith,11,,SF,4400,DAL,@POR,1,117,13,12,104,109,9%,7,8,7,33,33,30,21.8,20.6,13.8,27.3,33.5,23.0,5.2,32,31.0,7.0
Cedi Osman,10,,SF,4400,CLE,WAS,2,117,17,11,106,113,5%,9,10,9,30,28,29,19.7,20.1,12.1,28.1,27.5,20.9,4.8,30.1,27.9,6.3
Danny Green,4,,SG,4300,LAL,@BKN,0,119,14,12,105,105,0%,7,9,7,22,23,25,22.3,19.3,9.7,28.8,24.0,19.1,4.4,19.2,24.2,5.6
Rajon Rondo,4,P,PG,4300,LAL,@BKN,0,119,22,14,105,105,11%,8,10,7,19,24,21,25.8,20.9,10.4,31.4,19.5,19.0,4.4,22.9,24.8,5.8
Larry Nance Jr.,13,,PF,4200,CLE,WAS,2,117,14,15,106,113,4%,6,5,6,26,23,24,20.3,21.6,12.8,30.3,22.5,21.1,5.0,28.3,40.9,9.7
Joe Harris,7,,SF,4200,BKN,LAL,2,113,18,12,103,103,-4%,9,10,12,30,33,32,17.7,23.9,15.5,32.3,30.0,21.1,5.0,26,14.4,3.4
Trevor Ariza,12,,SF,4100,POR,DAL,2,111,12,10,101,108,1%,5,7,5,24,29,25,23.8,17.3,7.5,27.1,29.0,20.4,5.0,35.8,37.4,9.1
Kentavious Caldwell-Pope,3,,SG,4100,LAL,@BKN,0,119,15,12,105,105,0%,9,10,8,24,27,26,23.8,18.1,11.4,24.8,25.5,18.4,4.5,28.2,12.9,3.1
Nicolas Claxton,,O,PF,4000,BKN,LAL,2,113,,,103,103,-7%,10,4,4,18,14,14,15.3,12.3,3.5,21.1,0.0,0.0,0.0,0,0.0,0.0
Anfernee Simons,6,,PG,4000,POR,DAL,2,111,19,9,101,108,-6%,14,10,9,41,30,23,17.7,15.5,8.0,22.9,36.0,24.4,6.1,23.1,11.2,2.8
John Henson,,,PF,4000,CLE,WAS,2,117,17,19,106,113,4%,7,6,4,16,16,14,19.1,16.9,8.3,25.6,10.0,12.3,3.1,12.7,7.7,1.9
Moritz Wagner,,O,C,4000,WAS,@CLE,0,114,21,19,101,113,3%,5,8,8,22,24,20,23.0,22.8,13.2,32.5,0.0,0.0,0.0,0,0.0,0.0
Seth Curry,5,,PG,4000,DAL,@POR,1,117,19,14,104,109,-4%,10,9,8,24,22,23,17.5,16.7,6.9,26.6,25.0,17.7,4.4,25.5,24.2,6.0
Isaac Bonga,,,SF,3900,WAS,@CLE,0,114,10,11,101,113,7%,3,3,3,21,22,18,16.5,12.7,5.5,19.9,19.0,13.1,3.4,22.5,20.0,5.1
Garrett Temple,,,SG,3900,BKN,LAL,2,113,17,10,103,103,1%,5,9,10,21,26,29,17.4,21.3,13.0,29.6,15.5,10.5,2.7,18.4,20.2,5.2
Anzejs Pasecniks,,,C,3900,WAS,@CLE,0,114,17,13,101,113,4%,7,6,6,21,24,22,20.5,18.9,11.3,26.5,0.0,0.0,0.0,15.4,11.1,2.8
Delon Wright,3,,SG,3900,DAL,@POR,1,117,16,18,104,109,8%,3,6,6,14,17,21,16.9,21.4,11.4,31.4,16.5,16.0,4.1,28.3,23.6,6.1
Kevin Porter,,O,SF,3800,CLE,WAS,2,117,20,10,106,113,6%,7,10,7,22,25,22,18.5,16.7,9.4,24.1,0.0,0.0,0.0,0,0.0,0.0
Nassir Little,,,SF,3800,POR,DAL,2,111,13,9,101,108,0%,6,3,3,18,11,12,8.1,8.9,0.7,17.0,11.5,8.6,2.3,0,0.0,0.0
Isaiah Thomas,2,,PG,3800,WAS,@CLE,0,114,24,12,101,113,7%,7,6,11,21,21,24,12.7,19.7,10.5,28.8,21.5,17.1,4.5,22.1,22.6,5.9
Gary Payton II,3,,SG,3800,WAS,@CLE,0,114,15,13,101,113,7%,6,5,6,17,17,21,15.3,20.2,8.0,32.4,15.0,14.1,3.7,5.8,3.6,0.9
Gary Trent,7,,SG,3800,POR,DAL,2,111,15,10,101,108,-6%,16,9,5,39,27,15,20.3,9.8,0.0,19.7,31.0,20.3,5.3,31.2,23.9,6.3
Dean Wade,,,PF,3700,CLE,WAS,2,117,,,106,113,4%,3,2,1,10,7,7,8.9,6.8,-1.5,15.1,0.0,0.0,0.0,0,0.0,0.0
Johnathan Williams,,,PF,3700,WAS,@CLE,0,114,,,101,113,3%,1,3,3,2,13,16,13.8,13.3,1.7,24.8,0.0,0.0,0.0,4.1,1.2,0.3
Quinn Cook,,,PG,3700,LAL,@BKN,0,119,20,11,105,105,11%,4,8,5,5,15,13,16.2,9.4,0.6,18.2,0.0,0.0,0.0,2.9,2.0,0.5
Admiral Schofield,,O,SF,3700,WAS,@CLE,0,114,12,7,101,113,7%,9,4,3,22,13,12,6.9,6.9,-2.1,15.9,0.0,0.0,0.0,0,0.0,0.0
Jalen Brunson,1,,PG,3700,DAL,@POR,1,117,22,15,104,109,8%,7,5,6,17,13,17,13.4,15.5,5.1,25.8,13.5,11.8,3.2,16.8,22.1,6.0
Rodions Kurucs,,,PF,3700,BKN,LAL,2,113,15,8,103,103,-7%,4,4,3,18,18,13,10.8,9.1,2.6,15.6,13.0,8.9,2.4,11.2,9.7,2.6
Alex Caruso,,,PG,3700,LAL,@BKN,0,119,14,10,105,105,0%,4,5,5,18,19,20,14.0,14.0,7.1,20.9,18.0,14.0,3.8,10.4,11.9,3.2
Chris Chiozza,,,PG,3600,BKN,LAL,2,113,,,103,103,-2%,5,4,3,13,14,12,13.2,10.6,2.9,18.3,0.0,0.0,0.0,4.4,5.7,1.6
Wilson Chandler,,,SF,3600,BKN,LAL,2,113,14,9,103,103,-4%,5,6,6,18,18,20,16.0,15.7,10.2,21.3,18.5,12.7,3.5,21.5,22.1,6.1
Ante Zizic,,O,C,3600,CLE,WAS,2,117,,,106,113,4%,3,4,3,9,12,10,15.1,10.2,2.2,18.2,0.0,0.0,0.0,0,0.0,0.0
Troy Daniels,,,SG,3600,LAL,@BKN,0,119,15,10,105,105,0%,4,6,4,13,14,12,12.3,7.2,1.3,13.1,0.0,0.0,0.0,8.1,8.7,2.4
Avery Bradley,1,,SG,3600,LAL,@BKN,0,119,15,8,105,105,0%,7,7,7,21,20,23,10.4,13.7,6.1,21.2,23.0,13.5,3.8,20.1,5.5,1.5
Talen Horton-Tucker,,O,SG,3500,LAL,@BKN,0,119,,,105,105,11%,1,1,1,3,3,3,3.0,3.0,0.9,5.1,0.0,0.0,0.0,0,0.0,0.0
Dylan Windler,,O,SG,3500,CLE,WAS,2,117,,,106,113,6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Garrison Mathews,,O,SG,3500,WAS,@CLE,0,114,,,101,113,7%,4,6,3,12,19,13,15.9,9.4,1.0,17.7,0.0,0.0,0.0,0,0.0,0.0
Moses Brown,,,C,3500,POR,DAL,2,111,,,101,108,0%,1,2,1,4,4,3,3.9,3.3,-0.7,7.3,0.0,0.0,0.0,0,0.0,0.0
Matthew Mooney,,,PG,3500,CLE,WAS,2,117,,,106,113,6%,2,2,2,3,3,3,7.7,7.7,7.7,7.7,0.0,0.0,0.0,0,0.0,0.0
